"Employee Number","First Name","Last Name","Email Address","Department","Job Level","Tenure","Pay Rate","Base Comp","Gender","Ethnicity","Tenure Date","Report Effective Date"
"00000402","David","Nack","david.nack@widgetcorp.com","Finance","Associate",5.78781321567821,46.56575,96855.6043811196,"Male",1,2014-03-18,2019-12-31
"00000412","Kelsey","Fisher","kelsey.fisher@widgetcorp.com","IT/IS","Analyst",5.83920287192352,30.12475,62667.4265681542,"Female",5,2014-02-27,2019-12-31
"00000452","Danielle","Clark","danielle.clark@widgetcorp.com","Finance","Analyst",6.00498786629055,26.7525,55639.9377556495,"Female",1,2013-12-28,2019-12-31
"00000463","Daisy","Gamez","daisy.gamez@widgetcorp.com","Finance","Associate",6.05559715230987,32.267,67116.3868407496,"Female",4,2013-12-10,2019-12-31
"00000559","Jessica","Robblee","jessica.robblee@widgetcorp.com","Finance","Manager",6.52233309551057,37.843,78710.4544808903,"Female",5,2013-06-22,2019-12-31
"00000638","Turfa","el-Bashir","turfa.el-bashir@widgetcorp.com","Finance","Associate",6.89249658975293,31.82625,66206.0232383442,"Female",6,2013-02-07,2019-12-31
"00000646","Annie","Shreves","annie.shreves@widgetcorp.com","Finance","Associate",6.94946666466887,33.21,69077.5411747053,"Female",5,2013-01-17,2019-12-31
"00000880","Mckenzy","Ahasteen","mckenzy.ahasteen@widgetcorp.com","Finance","Director",8.68349995396783,45.4895,94626.1705205623,"Female",1,2011-04-25,2019-12-31
"00000011","Joshua","Cone","joshua.cone@widgetcorp.com","HR","Analyst",2.64442717610955,22.92925,47699.3280488692,"Male",1,2017-05-09,2019-12-31
"00000049","Suhail","al-Usman","suhail.al-usman@widgetcorp.com","HR","Analyst",3.50339363211766,28.3515,58967.7679503849,"Male",6,2016-06-29,2019-12-31
"00000077","Azhaar","al-Rayes","azhaar.al-rayes@widgetcorp.com","HR","Director",3.88914473990299,54.5915,113549.065776423,"Male",6,2016-02-09,2019-12-31
"00000125","Zaahira","al-Nouri","zaahira.al-nouri@widgetcorp.com","HR","Director",4.3492961119947,33.8865,70473.602779193,"Female",6,2015-08-25,2019-12-31
"00000126","Aaron","Aviado","aaron.aviado@widgetcorp.com","HR","Analyst",4.36026075913381,31.119,64717.4216470401,"Male",2,2015-08-21,2019-12-31
"00000144","Preston","Kwag","preston.kwag@widgetcorp.com","HR","Analyst",4.48823701281831,26.57825,55276.7288017845,"Male",2,2015-07-05,2019-12-31
"00000147","Shabeeba","al-Ahsan","shabeeba.al-ahsan@widgetcorp.com","HR","Analyst",4.50590438214856,27.7365,57682.1272598544,"Female",6,2015-06-29,2019-12-31
"00000309","Gilberto","Hogsett","gilberto.hogsett@widgetcorp.com","HR","Associate",5.34006408165541,30.43225,63306.7739432549,"Male",4,2014-08-28,2019-12-31
"00000310","Raymond","Young","raymond.young@widgetcorp.com","HR","Associate",5.34209029280699,37.4535,77895.9843364804,"Male",5,2014-08-28,2019-12-31
"00000323","Taylor","Antwi","taylor.antwi@widgetcorp.com","HR","Director",5.40010301808489,29.46875,61301.880275979,"Female",3,2014-08-06,2019-12-31
"00000514","Oscar","Castaneda","oscar.castaneda@widgetcorp.com","HR","Analyst",6.32057343264447,37.6585,78320.1376046887,"Male",4,2013-09-04,2019-12-31
"00000524","Miqdaad","el-Abed","miqdaad.el-abed@widgetcorp.com","HR","Associate",6.34688904936513,46.904,97549.7579942836,"Male",6,2013-08-26,2019-12-31
"00000550","Austin","Cao","austin.cao@widgetcorp.com","HR","Manager",6.46556810459195,55.87275,116224.268095901,"Male",2,2013-07-13,2019-12-31
"00000668","Ashraf","al-Sultana","ashraf.al-sultana@widgetcorp.com","HR","Manager",7.09829074364514,53.49475,111271.275863778,"Male",6,2012-11-24,2019-12-31
"00000685","Hector","Santillano","hector.santillano@widgetcorp.com","HR","Associate",7.1880490705065,38.95,81010.9613102694,"Male",4,2012-10-22,2019-12-31
"00000686","Jayde","Hodges","jayde.hodges@widgetcorp.com","HR","VP",7.18869209462499,46.74,97229.825467868,"Female",3,2012-10-22,2019-12-31
"00000738","Mumina","el-Sultan","mumina.el-sultan@widgetcorp.com","HR","Executive",7.47301746525218,44.31075,92171.6973645955,"Female",6,2012-07-10,2019-12-31
"00000742","Tai","Tran","tai.tran@widgetcorp.com","HR","Manager",7.48329864176068,40.78475,84827.0486816495,"Female",2,2012-07-06,2019-12-31
"00000755","Jeremy","Chavez","jeremy.chavez@widgetcorp.com","HR","Associate",7.61352000877353,46.38125,96477.0992135549,"Male",4,2012-05-20,2019-12-31
"00000804","Kathryn","Murthy","kathryn.murthy@widgetcorp.com","HR","VP",7.92657164026379,47.52925,98859.8394969937,"Female",2,2012-01-27,2019-12-31
"00000966","Tamar","Hill","tamar.hill@widgetcorp.com","HR","Director",10.1781460338261,45.19225,93998.6578708697,"Female",3,2009-10-26,2019-12-31
"00000986","Fateena","el-Aman","fateena.el-aman@widgetcorp.com","HR","VP",11.1556672925978,51.25,106598.437780106,"Female",6,2008-11-03,2019-12-31
"00000177","Santana","Romero-Torres","santana.romero-torres@widgetcorp.com","IT/IS","Analyst",4.65843295869691,34.51175,71783.3274078981,"Male",4,2015-05-04,2019-12-31
"00000198","Rasheeqa","el-Ahsan","rasheeqa.el-ahsan@widgetcorp.com","IT/IS","Associate",4.78274119896426,31.242,64977.3301344253,"Female",6,2015-03-20,2019-12-31
"00000211","Kendall","Vigil","kendall.vigil@widgetcorp.com","Saless","Analyst",4.83277025567017,28.6795,59654.5286199514,"Female",1,2015-03-02,2019-12-31
"00000222","Shannon","Hodges","shannon.hodges@widgetcorp.com","IT/IS","Associate",4.89636327870711,46.44275,96592.6439222847,"Male",3,2015-02-06,2019-12-31
"00000277","Nicholas","Jubert","nicholas.jubert@widgetcorp.com","IT/IS","Associate",5.13745358745119,34.112,70956.458603894,"Male",5,2014-11-10,2019-12-31
"00000376","Rashaad","al-Imam","rashaad.al-imam@widgetcorp.com","IT/IS","Manager",5.67616424880091,58.02525,120690.220872109,"Male",6,2014-04-28,2019-12-31
"00000448","Justin","Cung","justin.cung@widgetcorp.com","IT/IS","Manager",5.99246376849206,47.355,98496.3722441382,"Male",2,2014-01-02,2019-12-31
"00000653","Sahl","al-Sheikh","sahl.al-sheikh@widgetcorp.com","IT/IS","Director",6.98673460814435,49.76375,103516.448357565,"Male",6,2013-01-04,2019-12-31
"00000670","Elias","Flores","elias.flores@widgetcorp.com","IT/IS","Associate",7.12538059476829,57.59475,119805.071602994,"Male",4,2012-11-14,2019-12-31
"00000708","Virginia","Vigil","virginia.vigil@widgetcorp.com","IT/IS","Associate",7.32314939809544,35.88525,74641.5756778381,"Female",4,2012-09-03,2019-12-31
"00000719","Raymond","Kato","raymond.kato@widgetcorp.com","IT/IS","Associate",7.37200549644737,34.98325,72760.184930533,"Male",4,2012-08-16,2019-12-31
"00000728","Ramisa","Deskin","ramisa.deskin@widgetcorp.com","IT/IS","Manager",7.42943840632218,40.16975,83563.5428864592,"Female",2,2012-07-26,2019-12-31
"00000764","Dallas","O'Dell","dallas.o'dell@widgetcorp.com","IT/IS","Manager",7.67475853875281,60.38275,125587.060000377,"Male",1,2012-04-28,2019-12-31
"00000805","Collin","Lemley-Orlando","collin.lemley-orlando@widgetcorp.com","Admin Offices","Manager",7.9352651961934,58.18925,121026.451439222,"Male",5,2012-01-23,2019-12-31
"00000826","Raymond","Albers","raymond.albers@widgetcorp.com","IT/IS","Manager",8.18150456909588,56.8055,118162.898769831,"Male",2,2011-10-25,2019-12-31
"00000170","Brenda","Wilson","brenda.wilson@widgetcorp.com","Information Technology and Information Seucrity","Analyst",4.63433361042579,29.848,62091.4162404879,"Female",4,2015-05-13,2019-12-31
"00000189","Tilmon","Lambouths","tilmon.lambouths@widgetcorp.com","Information Technology and Information Seucrity","Director",4.7212894380155,39.30875,81755.4225379659,"Male",3,2015-04-11,2019-12-31
"00000199","Patrick","Ouellette","patrick.ouellette@widgetcorp.com","Information Technology and Information Seucrity","Analyst",4.78743529226469,37.2895,77552.1212212289,"Male",1,2015-03-18,2019-12-31
"00000201","Jericho","Swimmer","jericho.swimmer@widgetcorp.com","Information Technology and Information Seucrity","Analyst",4.78825903135576,31.49825,65524.6222980082,"Male",1,2015-03-18,2019-12-31
"00000223","Sundus","al-Safar","sundus.al-safar@widgetcorp.com","Operations","Analyst",4.90265787214765,27.101,56369.9536246523,"Female",6,2015-02-04,2019-12-31
"00000265","Aleya","Yarbrough-Montoya","aleya.yarbrough-montoya@widgetcorp.com","Information Technology and Information Seucrity","Analyst",5.09044971343532,28.15675,58563.392123374,"Female",3,2014-11-27,2019-12-31
"00000268","Eric","Garnes","eric.garnes@widgetcorp.com","Information Technology and Information Seucrity","Manager",5.10336379786698,58.80425,122312.141913232,"Male",3,2014-11-23,2019-12-31
"00000289","Ishanique","Wallace","ishanique.wallace@widgetcorp.com","Information Technology and Information Seucrity","Analyst",5.19560631857457,29.79675,61971.6390260943,"Female",3,2014-10-20,2019-12-31
"00000304","Cody","Jauch","cody.jauch@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.31418338238116,45.95075,95582.3746149082,"Male",1,2014-09-07,2019-12-31
"00000387","Dylan","Bower","dylan.bower@widgetcorp.com","Information Technology and Information Seucrity","Manager",5.72400991089016,54.5505,113456.431177803,"Male",2,2014-04-10,2019-12-31
"00000444","Breanne","Miller","breanne.miller@widgetcorp.com","Admin Offices","Director",5.98336591737297,45.797,95249.9067351724,"Female",5,2014-01-05,2019-12-31
"00000494","Janette","Turner","janette.turner@widgetcorp.com","Information Technology and Information Seucrity","Analyst",6.20132465732373,30.43225,63297.179918702,"Female",4,2013-10-18,2019-12-31
"00000521","Kaleb","Howard","kaleb.howard@widgetcorp.com","Information Technology and Information Seucrity","Analyst",6.33571282287411,43.69575,90891.9986174799,"Male",3,2013-08-30,2019-12-31
"00000522","Brandon","Walker","brandon.walker@widgetcorp.com","Information Technology and Information Seucrity","Director",6.33794133743859,49.0565,102041.44612522,"Male",1,2013-08-29,2019-12-31
"00000536","Lance","Riley","lance.riley@widgetcorp.com","Information Technology and Information Seucrity","Associate",6.39101914010222,56.63125,117793.81289706,"Male",1,2013-08-09,2019-12-31
"00000545","Elicia","Garcia","elicia.garcia@widgetcorp.com","Information Technology and Information Seucrity","Associate",6.43940929881058,34.30675,71359.5304700592,"Female",4,2013-07-23,2019-12-31
"00000588","Safaaa","el-Ozer","safaaa.el-ozer@widgetcorp.com","Information Technology and Information Seucrity","Associate",6.65452851433343,33.0255,68696.2239562984,"Female",6,2013-05-05,2019-12-31
"00000648","Tammy","Levine","tammy.levine@widgetcorp.com","Information Technology and Information Seucrity","Associate",6.95730296943397,35.2395,73294.0865327448,"Female",2,2013-01-15,2019-12-31
"00000777","Leonard","Odem","leonard.odem@widgetcorp.com","Information Technology and Information Seucrity","Director",7.72948562289454,61.63325,128186.863252397,"Male",3,2012-04-08,2019-12-31
"00000783","Archibald","Armstrong","archibald.armstrong@widgetcorp.com","Information Technology and Information Seucrity","Manager",7.77841627249308,51.32175,106756.228606115,"Male",1,2012-03-21,2019-12-31
"00000793","Kyana","Jennis","kyana.jennis@widgetcorp.com","Design","VP",7.8505235934512,46.371,96452.3708166174,"Female",3,2012-02-23,2019-12-31
"00000856","Savannah","Moore","savannah.moore@widgetcorp.com","Information Technology and Information Seucrity","Executive",8.46380421539467,57.84075,120298.261222012,"Female",1,2011-07-14,2019-12-31
"00000960","Torrean","Barber","torrean.barber@widgetcorp.com","Information Technology and Information Seucrity","Manager",10.0716132234577,58.45575,121598.314941093,"Male",3,2009-12-04,2019-12-31
"00000964","Holly","Bacon-Maldonado","holly.bacon-maldonado@widgetcorp.com","Information Technology and Information Seucrity","Executive",10.1407518494687,43.53175,90544.0995986599,"Female",1,2009-11-09,2019-12-31
"00000013","Cory","Yamashita","cory.yamashita@widgetcorp.com","Legal","Analyst",2.74595196303024,37.66875,78358.4673737632,"Male",2,2017-04-02,2019-12-31
"00000145","Cheng","Mee","cheng.mee@widgetcorp.com","Legal","Analyst",4.49387173354251,39.6265,82418.1688220816,"Male",2,2015-07-03,2019-12-31
"00000244","Daniel","Farley","daniel.farley@widgetcorp.com","Legal","Analyst",5.00791651022634,47.42675,98655.1330600671,"Male",5,2014-12-28,2019-12-31
"00000404","Seth","Butcher","seth.butcher@widgetcorp.com","Legal","Analyst",5.79957090123216,34.768,72320.0494898078,"Male",1,2014-03-13,2019-12-31
"00000417","Treyvon","Jackson","treyvon.jackson@widgetcorp.com","Legal","Manager",5.84579053107408,40.64125,84526.8988615963,"Male",3,2014-02-25,2019-12-31
"00000451","Chet","Stivers","chet.stivers@widgetcorp.com","Legal","Manager",6.00090979342258,40.04675,83304.7990819393,"Male",5,2013-12-30,2019-12-31
"00000462","Michael","Allen","michael.allen@widgetcorp.com","Legal","Manager",6.05354759282538,55.842,116141.887564893,"Male",3,2013-12-11,2019-12-31
"00000504","Daniel","Huffstater","daniel.huffstater@widgetcorp.com","Legal","Associate",6.26212845700304,30.43225,63302.3756586757,"Male",1,2013-09-26,2019-12-31
"00000533","Thomas","Kendall","thomas.kendall@widgetcorp.com","Legal","Analyst",6.37800593847451,42.312,88009.602934733,"Male",2,2013-08-14,2019-12-31
"00000622","Fahmi","al-Radi","fahmi.al-radi@widgetcorp.com","Legal","Associate",6.82823289989032,40.92825,85121.5562568242,"Male",6,2013-03-03,2019-12-31
"00000807","Victoria","Hanna","victoria.hanna@widgetcorp.com","Complaince","Associate",7.93763866776102,34.34775,71435.2701609526,"Female",2,2012-01-23,2019-12-31
"00000945","Andres","Miller","andres.miller@widgetcorp.com","Legal","Executive",9.67259851844888,63.222,131496.209495426,"Male",1,2010-04-29,2019-12-31
"00000056","William","Wilmot","william.wilmot@widgetcorp.com","Marketing","Analyst",3.60065204786495,36.35675,75631.4874732862,"Male",2,2016-05-25,2019-12-31
"00000078","Naaila","al-Wakim","naaila.al-wakim@widgetcorp.com","Marketing","Analyst",3.90080320611165,27.50075,57201.8115825685,"Female",6,2016-02-05,2019-12-31
"00000084","Sheneice","Burns","sheneice.burns@widgetcorp.com","Marketing","Analyst",3.94691770564459,27.5725,57360.684477145,"Female",1,2016-01-19,2019-12-31
"00000098","Richard","Hampf","richard.hampf@widgetcorp.com","Engineering","Associate",4.07691394899178,46.986,97741.0134853184,"Male",5,2015-12-03,2019-12-31
"00000119","Yesenia","Sanchez","yesenia.sanchez@widgetcorp.com","Legal","Analyst",4.28853194886877,26.7935,55729.7507193955,"Female",4,2015-09-16,2019-12-31
"00000132","Charlotte","O'Connor","charlotte.o'connor@widgetcorp.com","Marketing","Analyst",4.3784610813611,29.05875,60445.0124543191,"Female",1,2015-08-15,2019-12-31
"00000142","Malachai","Ly","malachai.ly@widgetcorp.com","Marketing","Analyst",4.45197416004356,30.668,63791.9020047538,"Male",2,2015-07-19,2019-12-31
"00000181","Taylor","Dern","taylor.dern@widgetcorp.com","Marketing","Associate",4.70354285417581,32.99475,68628.4802708676,"Female",5,2015-04-18,2019-12-31
"00000183","Dasinique","Abdul-Amin","dasinique.abdul-amin@widgetcorp.com","Marketing","Analyst",4.71161244034507,28.60775,59500.8767001137,"Female",3,2015-04-15,2019-12-31
"00000224","Bryce","Bolen","bryce.bolen@widgetcorp.com","Marketing","Associate",4.90393302638419,37.4945,77985.0293390662,"Male",3,2015-02-04,2019-12-31
"00000229","Roxanne","Klaus","roxanne.klaus@widgetcorp.com","Marketing","Associate",4.92946367236959,33.26125,69174.3678426269,"Female",5,2015-01-25,2019-12-31
"00000251","Laurisa","Sandoval","laurisa.sandoval@widgetcorp.com","Marketing","Analyst",5.03368753637378,29.069,60455.6079766697,"Female",4,2014-12-18,2019-12-31
"00000258","Jacob","Banks","jacob.banks@widgetcorp.com","Marketing","Associate",5.06657016362108,45.11025,93834.9721817983,"Male",1,2014-12-06,2019-12-31
"00000267","Kadeeja","Sanders Jr","kadeeja.sanders jr@widgetcorp.com","Marketing","Manager",5.09396265174669,37.7815,78586.1808341082,"Female",3,2014-11-26,2019-12-31
"00000276","Haley","Ebersole","haley.ebersole@widgetcorp.com","Marketing","Analyst",5.13238071560211,28.07475,58392.0760342044,"Female",5,2014-11-12,2019-12-31
"00000282","Khawla","el-Islam","khawla.el-islam@widgetcorp.com","Marketing","Analyst",5.16976136170686,29.32525,61000.3754280173,"Female",6,2014-10-29,2019-12-31
"00000302","Fatima","Reddell","fatima.reddell@widgetcorp.com","Marketing","Analyst",5.30230723337642,25.26625,52563.5916427248,"Female",1,2014-09-11,2019-12-31
"00000327","Shaana","Green","shaana.green@widgetcorp.com","Information Technology and Information Seucrity","Analyst",5.41604377942847,29.26375,60869.4231579187,"Female",1,2014-08-01,2019-12-31
"00000336","Mastoor","el-Zia","mastoor.el-zia@widgetcorp.com","Marketing","Associate",5.47249524522298,41.3075,85924.2023253841,"Male",6,2014-07-11,2019-12-31
"00000338","Parker","Red","parker.red@widgetcorp.com","Marketing","Director",5.4901655883664,46.87325,97498.733595658,"Male",1,2014-07-04,2019-12-31
"00000350","Numair","el-Haider","numair.el-haider@widgetcorp.com","Marketing","Manager",5.52279382736052,34.55275,71874.262900468,"Male",6,2014-06-23,2019-12-31
"00000364","Pamela","Song","pamela.song@widgetcorp.com","HR","Manager",5.62352751992901,38.05825,79168.2789596016,"Female",2,2014-05-17,2019-12-31
"00000375","Haniyya","el-Kamali","haniyya.el-kamali@widgetcorp.com","Marketing","Analyst",5.67403923698475,29.52,61405.3711589001,"Female",6,2014-04-28,2019-12-31
"00000397","Zackary","Farrell","zackary.farrell@widgetcorp.com","Marketing","Associate",5.77429204917492,49.856,103697.183656509,"Male",5,2014-03-23,2019-12-31
"00000403","Elijah","Pham","elijah.pham@widgetcorp.com","Marketing","Associate",5.79250640627879,45.84825,95363.085406555,"Male",2,2014-03-16,2019-12-31
"00000456","Vanessa","Jackson","vanessa.jackson@widgetcorp.com","Marketing","Analyst",6.02126259090174,29.01775,60354.3417311766,"Female",1,2013-12-22,2019-12-31
"00000490","Brandon","Leil","brandon.leil@widgetcorp.com","Marketing","Analyst",6.17719608319859,32.56425,67736.0548840146,"Male",1,2013-10-27,2019-12-31
"00000508","Navkirat","Yun","navkirat.yun@widgetcorp.com","Marketing","Manager",6.27783857993648,42.4555,88310.6021715818,"Male",2,2013-09-20,2019-12-31
"00000511","Michael","Mbengue","michael.mbengue@widgetcorp.com","Marketing","Associate",6.28994591617917,45.76625,95203.8022451207,"Male",3,2013-09-15,2019-12-31
"00000554","Victor","Garcia Ibarra","victor.garcia ibarra@widgetcorp.com","Marketing","Analyst",6.48309159061687,34.81925,72429.7247960451,"Male",4,2013-07-07,2019-12-31
"00000597","Jerry","Ortiz","jerry.ortiz@widgetcorp.com","Marketing","Associate",6.69380146346216,47.79575,99406.4293482535,"Male",4,2013-04-21,2019-12-31
"00000600","Dylan","Mcfadden","dylan.mcfadden@widgetcorp.com","Marketing","Manager",6.70473001597092,38.48875,80053.9219477822,"Male",5,2013-04-17,2019-12-31
"00000612","Victoria","Davis","victoria.davis@widgetcorp.com","Marketing","Associate",6.78209401329327,34.42975,71603.4015059132,"Female",4,2013-03-20,2019-12-31
"00000633","Ryshawn","Briggs","ryshawn.briggs@widgetcorp.com","Marketing","Manager",6.88637148164787,55.0425,114493.007944961,"Male",3,2013-02-10,2019-12-31
"00000682","Davonte","Clayton","davonte.clayton@widgetcorp.com","Marketing","Manager",7.18003307081004,47.40625,98613.6854868948,"Male",3,2012-10-25,2019-12-31
"00000703","Tryston","Martin","tryston.martin@widgetcorp.com","Marketing","Analyst",7.27005888576629,35.9775,74834.1505724641,"Male",5,2012-09-22,2019-12-31
"00000768","Alexander","Chun","alexander.chun@widgetcorp.com","Marketing","Associate",7.70324637994822,34.57325,71905.374162503,"Male",2,2012-04-17,2019-12-31
"00000800","Linh","Smith","linh.smith@widgetcorp.com","Marketing","Director",7.88206097709769,45.7355,95136.4163835581,"Female",2,2012-02-12,2019-12-31
"00000836","Emma","Thornton","emma.thornton@widgetcorp.com","Marketing","Manager",8.25084470947347,38.89875,80906.096279674,"Female",5,2011-09-30,2019-12-31
"00000847","Caitlyn","Reynolds","caitlyn.reynolds@widgetcorp.com","Operations","Manager",8.39984000052927,39.80075,82775.7654310169,"Female",1,2011-08-07,2019-12-31
"00000849","Jeremy","Damiana","jeremy.damiana@widgetcorp.com","Marketing","Manager",8.41624222565333,66.10225,137487.361238285,"Male",1,2011-08-01,2019-12-31
"00000858","Valerie","Villa","valerie.villa@widgetcorp.com","Marketing","VP",8.48189878717239,49.7535,103495.963169871,"Female",4,2011-07-08,2019-12-31
"00000862","Markus","Ortega Trujillo","markus.ortega trujillo@widgetcorp.com","Marketing","VP",8.51235372006868,70.44825,146532.641417404,"Male",4,2011-06-27,2019-12-31
"00000868","Mazeeda","al-Vaziri","mazeeda.al-vaziri@widgetcorp.com","Marketing","Manager",8.5835569828937,38.4375,79948.7083538959,"Female",6,2011-06-01,2019-12-31
"00000902","Ajsha","Chacon-Montalban","ajsha.chacon-montalban@widgetcorp.com","Marketing","VP",9.05160021694036,48.1955,100252.553519443,"Female",4,2010-12-12,2019-12-31
"00000907","Marnita","Tomlinson","marnita.tomlinson@widgetcorp.com","Marketing","Director",9.10305869527839,43.706,90915.6004516286,"Female",1,2010-11-23,2019-12-31
"00000912","Dominique","Mata","dominique.mata@widgetcorp.com","Marketing","Manager",9.18008145976441,61.3155,127544.490361079,"Male",4,2010-10-26,2019-12-31
"00000918","Brannon","Nededog","brannon.nededog@widgetcorp.com","Marketing","Director",9.21957317830401,53.51525,111301.109820199,"Male",1,2010-10-11,2019-12-31
"00000932","Donovan","Mason","donovan.mason@widgetcorp.com","Marketing","Director",9.44126899130424,76.6085,159350.633576311,"Male",1,2010-07-22,2019-12-31
"00000936","Sang Kyun","Moon","sang kyun.moon@widgetcorp.com","Marketing","VP",9.53028309019155,43.8085,91122.2983753949,"Male",2,2010-06-20,2019-12-31
"00000952","Allison","White","allison.white@widgetcorp.com","Marketing","VP",9.81392238470851,48.503,100893.678117081,"Female",1,2010-03-08,2019-12-31
"00000954","Orson","Apodaca-Anaya","orson.apodaca-anaya@widgetcorp.com","Marketing","VP",9.85091699018345,62.689,130391.412722645,"Male",1,2010-02-23,2019-12-31
"00000970","Dakota","Aashiq","dakota.aashiq@widgetcorp.com","Marketing","VP",10.3692381238931,67.035,139434.973145057,"Male",2,2009-08-17,2019-12-31
"00000971","Ling","Esipa","ling.esipa@widgetcorp.com","Marketing","VP",10.3740135482835,50.68625,105421.17189965,"Female",2,2009-08-16,2019-12-31
"00000972","Ashley","Skinner","ashley.skinner@widgetcorp.com","Marketing","Director",10.3758044113122,43.5625,90609.0877077858,"Female",5,2009-08-15,2019-12-31
"00000995","Stevon","Rios","stevon.rios@widgetcorp.com","Marketing","VP",11.6449122787246,74.3125,154569.271014511,"Male",4,2008-05-08,2019-12-31
"00000003","Erin","Van Tine","erin.van tine@widgetcorp.com","Operations","Analyst",2.20674356213984,25.96325,54008.2923070604,"Female",5,2017-10-16,2019-12-31
"00000006","Izza","al-Ally","izza.al-ally@widgetcorp.com","Operations","Analyst",2.33781832402626,26.3425,54802.1598617275,"Female",6,2017-08-29,2019-12-31
"00000021","Ghaazi","el-Huq","ghaazi.el-huq@widgetcorp.com","Operations","Analyst",3.08314348213495,37.1665,77311.6484847357,"Male",6,2016-11-30,2019-12-31
"00000026","Kenzie","Kurtzer","kenzie.kurtzer@widgetcorp.com","Operations","Analyst",3.20943569161546,25.6865,53428.2824473867,"Female",5,2016-10-15,2019-12-31
"00000031","Jessica","Soto","jessica.soto@widgetcorp.com","Operations","Analyst",3.3182053398586,26.609,55345.9798189448,"Female",4,2016-09-05,2019-12-31
"00000090","Rajab","el-Akhter","rajab.el-akhter@widgetcorp.com","Operations","Analyst",4.01521681392542,29.69425,61762.4739364004,"Male",6,2015-12-25,2019-12-31
"00000112","Catherina","Fish","catherina.fish@widgetcorp.com","Operations","Analyst",4.23191157819647,28.1875,58638.160565072,"Female",5,2015-10-07,2019-12-31
"00000129","Elizabeth","Tuthill","elizabeth.tuthill@widgetcorp.com","Operations","Associate",4.36373147802048,30.6885,63834.1551989714,"Female",5,2015-08-20,2019-12-31
"00000156","Najeeba","al-Yassin","najeeba.al-yassin@widgetcorp.com","Operations","Analyst",4.55523532243203,28.40275,59067.6669164534,"Female",6,2015-06-11,2019-12-31
"00000182","Randal","Cox","randal.cox@widgetcorp.com","Operations","Analyst",4.70518531789214,38.16075,79376.9298257582,"Male",1,2015-04-17,2019-12-31
"00000185","Abigail","Maestas","abigail.maestas@widgetcorp.com","Operations","Director",4.7172300194822,31.3035,65111.3647534938,"Female",4,2015-04-13,2019-12-31
"00000202","Suyoun","Hoang","suyoun.hoang@widgetcorp.com","Operations","Manager",4.7926791421515,35.5265,73887.5174643859,"Female",2,2015-03-16,2019-12-31
"00000237","Samantha","Friel","samantha.friel@widgetcorp.com","Operations","Analyst",4.96009053247202,26.9575,56079.0655004336,"Female",5,2015-01-14,2019-12-31
"00000287","Idrees","al-Youssef","idrees.al-youssef@widgetcorp.com","Operations","Analyst",5.17326682454126,49.33325,102609.99391897,"Male",6,2014-10-28,2019-12-31
"00000290","Daniel","Sutherburg","daniel.sutherburg@widgetcorp.com","Operations","Analyst",5.20174602804526,41.6355,86603.0356621581,"Male",2,2014-10-18,2019-12-31
"00000301","Adam","Bursell","adam.bursell@widgetcorp.com","Operations","Analyst",5.28180334871567,32.95375,68539.646879071,"Male",5,2014-09-19,2019-12-31
"00000340","Caitlin","Hendricks","caitlin.hendricks@widgetcorp.com","Operations","Analyst",5.49115938623249,30.5655,63568.8596615644,"Female",2,2014-07-04,2019-12-31
"00000354","Alberto","Moya","alberto.moya@widgetcorp.com","Operations","Analyst",5.56646912777123,47.54975,98910.1294147016,"Male",4,2014-06-07,2019-12-31
"00000357","Waseem","al-Hanif","waseem.al-hanif@widgetcorp.com","Operations","Manager",5.57534035430522,27.4495,57091.7284143129,"Male",6,2014-06-03,2019-12-31
"00000359","Victoria","Muhammad","victoria.muhammad@widgetcorp.com","Operations","Associate",5.59519770927235,32.062,66696.2150449078,"Female",3,2014-05-27,2019-12-31
"00000368","Iffat","al-Baksh","iffat.al-baksh@widgetcorp.com","Operations","Analyst",5.63724159159357,30.1555,62722.692603067,"Female",6,2014-05-12,2019-12-31
"00000401","Marcus","Slay","marcus.slay@widgetcorp.com","Operations","Manager",5.78294266322356,46.1865,96058.9332707816,"Male",3,2014-03-20,2019-12-31
"00000420","Celine","Delaney","celine.delaney@widgetcorp.com","Operations","Analyst",5.87038206364737,28.46425,59200.1722228527,"Female",5,2014-02-16,2019-12-31
"00000431","Morgann","Eagle","morgann.eagle@widgetcorp.com","Operations","Analyst",5.92735015636543,27.86975,57963.7835573071,"Female",1,2014-01-26,2019-12-31
"00000433","Cody","Todacheene","cody.todacheene@widgetcorp.com","Operations","Analyst",5.93795273342695,32.23625,67041.5936666114,"Male",1,2014-01-22,2019-12-31
"00000465","Ismad","al-Karim","ismad.al-karim@widgetcorp.com","Operations","Associate",6.06127223894736,35.014,72839.6825968989,"Male",6,2013-12-08,2019-12-31
"00000481","Monica","Reyes","monica.reyes@widgetcorp.com","Operations","Associate",6.14722164936145,35.51625,73869.1811545576,"Female",4,2013-11-06,2019-12-31
"00000489","Josue","Gutierrez","josue.gutierrez@widgetcorp.com","Operations","Manager",6.17461386930107,42.23,87840.6265140838,"Male",4,2013-10-27,2019-12-31
"00000492","Glen","Callahan","glen.callahan@widgetcorp.com","Operations","Associate",6.18844551135116,51.127,106350.871355924,"Male",1,2013-10-22,2019-12-31
"00000493","Sarah","Johnson","sarah.johnson@widgetcorp.com","Operations","Associate",6.18929223451205,32.6975,68008.9000194386,"Female",1,2013-10-22,2019-12-31
