"Employee Number","First Name","Last Name","Email Address","Department","Job Level","Tenure","Pay Rate","Base Comp","Gender","Ethnicity","Tenure Date","Report Effective Date"
"00000899","Ariana","Carranza","ariana.carranza@widgetcorp.com","Executive","VP",7.9868822744476,85.57,177993.048248064,"Female",4,2011-01-04,2018-12-31
"00000035","Nuchi","Cung","nuchi.cung@widgetcorp.com","Finance","Analyst",2.3722812537298,28.29,58847.7855437618,"Female",2,2016-08-16,2018-12-31
"00000111","Mickel","Campbell","mickel.campbell@widgetcorp.com","Finance","Analyst",3.22722296330058,32.49,67577.9531306451,"Male",3,2015-10-09,2018-12-31
"00000171","Derrick","Siewiyumptewa","derrick.siewiyumptewa@widgetcorp.com","Finance","Director",3.63807359673463,60.18,125170.375315958,"Male",1,2015-05-12,2018-12-31
"00000172","Joshua","Moore","joshua.moore@widgetcorp.com","Finance","Associate",3.63907207098387,46.4,96516.0007220786,"Male",3,2015-05-11,2018-12-31
"00000179","William","Bailey","william.bailey@widgetcorp.com","Finance","Associate",3.69857284605998,44.43,92421.8990838189,"Male",1,2015-04-20,2018-12-31
"00000250","Sarah","Tran","sarah.tran@widgetcorp.com","Finance","Associate",4.02866104785107,31.42,65351.9916958754,"Female",2,2014-12-20,2018-12-31
"00000270","Ethan","Gonzales","ethan.gonzales@widgetcorp.com","Finance","Associate",4.11878813862773,37.17,77323.6774181278,"Male",4,2014-11-17,2018-12-31
"00000351","Fatima","Kekahbah","fatima.kekahbah@widgetcorp.com","Finance","Associate",4.54225051157785,31.56,65638.0891820875,"Female",1,2014-06-15,2018-12-31
"00000352","Mawdood","al-Mohamad","mawdood.al-mohamad@widgetcorp.com","Finance","Analyst",4.54344500550714,29.37,61087.3165921824,"Male",6,2014-06-15,2018-12-31
"00000402","David","Nack","david.nack@widgetcorp.com","Finance","Associate",4.78781321567821,45.43,94493.272566946,"Male",1,2014-03-18,2018-12-31
"00000412","Kelsey","Fisher","kelsey.fisher@widgetcorp.com","Finance","Analyst",4.83920287192352,29.39,61138.9527494188,"Female",5,2014-02-27,2018-12-31
"00000452","Danielle","Clark","danielle.clark@widgetcorp.com","Finance","Analyst",5.00498786629055,26.1,54282.8661030727,"Female",1,2013-12-28,2018-12-31
"00000463","Daisy","Gamez","daisy.gamez@widgetcorp.com","Finance","Associate",5.05559715230987,31.48,65479.4017958533,"Female",4,2013-12-10,2018-12-31
"00000483","Badr","al-Shehadeh","badr.al-shehadeh@widgetcorp.com","Finance","Analyst",5.15683973336309,33.3,69265.1416657377,"Male",6,2013-11-03,2018-12-31
"00000559","Jessica","Robblee","jessica.robblee@widgetcorp.com","Finance","Manager",5.52233309551057,36.92,76790.6872984295,"Female",5,2013-06-22,2018-12-31
"00000638","Turfa","el-Bashir","turfa.el-bashir@widgetcorp.com","Finance","Associate",5.89249658975293,31.05,64591.2421837505,"Female",6,2013-02-07,2018-12-31
"00000646","Annie","Shreves","annie.shreves@widgetcorp.com","Finance","Associate",5.94946666466887,32.4,67392.7230972734,"Female",5,2013-01-17,2018-12-31
"00000860","Xavier","Evans","xavier.evans@widgetcorp.com","Finance","Director",7.49109610061782,74.88,155743.762636354,"Male",3,2011-07-04,2018-12-31
"00000880","Mckenzy","Ahasteen","mckenzy.ahasteen@widgetcorp.com","Finance","Director",7.68349995396783,44.38,92318.215142012,"Female",1,2011-04-25,2018-12-31
"00000011","Joshua","Cone","joshua.cone@widgetcorp.com","HR","Analyst",1.64442717610955,22.37,46535.9298037748,"Male",1,2017-05-09,2018-12-31
"00000049","Suhail","al-Usman","suhail.al-usman@widgetcorp.com","HR","Analyst",2.50339363211766,27.66,57529.5297076925,"Male",6,2016-06-29,2018-12-31
"00000077","Azhaar","al-Rayes","azhaar.al-rayes@widgetcorp.com","HR","Associate",2.88914473990299,53.26,110779.576367242,"Male",6,2016-02-09,2018-12-31
"00000125","Zaahira","al-Nouri","zaahira.al-nouri@widgetcorp.com","HR","Associate",3.3492961119947,33.06,68754.7344187249,"Female",6,2015-08-25,2018-12-31
"00000126","Aaron","Aviado","aaron.aviado@widgetcorp.com","HR","Analyst",3.36026075913381,30.36,63138.9479483318,"Male",2,2015-08-21,2018-12-31
"00000144","Preston","Kwag","preston.kwag@widgetcorp.com","HR","Analyst",3.48823701281831,25.93,53928.51590418,"Male",2,2015-07-05,2018-12-31
"00000147","Shabeeba","al-Ahsan","shabeeba.al-ahsan@widgetcorp.com","HR","Analyst",3.50590438214856,27.06,56275.2461071751,"Female",6,2015-06-29,2018-12-31
"00000309","Gilberto","Hogsett","gilberto.hogsett@widgetcorp.com","HR","Associate",4.34006408165541,29.69,61762.7062861023,"Male",4,2014-08-28,2018-12-31
"00000310","Raymond","Young","raymond.young@widgetcorp.com","HR","Associate",4.34209029280699,36.54,75996.0822794931,"Male",5,2014-08-28,2018-12-31
"00000323","Taylor","Antwi","taylor.antwi@widgetcorp.com","HR","Associate",4.40010301808489,28.75,59806.7124643698,"Female",3,2014-08-06,2018-12-31
"00000380","Patricia","Tunks","patricia.tunks@widgetcorp.com","HR","Associate",4.70073669039668,31.17,64839.4468511077,"Female",5,2014-04-19,2018-12-31
"00000514","Oscar","Castaneda","oscar.castaneda@widgetcorp.com","HR","Analyst",5.32057343264447,36.74,76409.8903460377,"Male",4,2013-09-04,2018-12-31
"00000524","Miqdaad","el-Abed","miqdaad.el-abed@widgetcorp.com","HR","Associate",5.34688904936513,45.76,95170.4956041791,"Male",6,2013-08-26,2018-12-31
"00000550","Austin","Cao","austin.cao@widgetcorp.com","HR","Manager",5.46556810459195,54.51,113389.529849659,"Male",2,2013-07-13,2018-12-31
"00000668","Ashraf","al-Sultana","ashraf.al-sultana@widgetcorp.com","HR","Manager",6.09829074364514,52.19,108557.342306125,"Male",6,2012-11-24,2018-12-31
"00000685","Hector","Santillano","hector.santillano@widgetcorp.com","HR","Associate",6.1880490705065,38,79035.0842051409,"Male",4,2012-10-22,2018-12-31
"00000686","Jayde","Hodges","jayde.hodges@widgetcorp.com","HR","VP",6.18869209462499,45.6,94858.3663101151,"Female",3,2012-10-22,2018-12-31
"00000706","Monaye","Bivins","monaye.bivins@widgetcorp.com","HR","Associate",6.30105370349969,32.65,67908.3342248227,"Female",3,2012-09-11,2018-12-31
"00000738","Mumina","el-Sultan","mumina.el-sultan@widgetcorp.com","HR","Director",6.47301746525218,43.23,89923.6071849713,"Female",6,2012-07-10,2018-12-31
"00000742","Tai","Tran","tai.tran@widgetcorp.com","HR","Manager",6.48329864176068,39.79,82758.09627478,"Female",2,2012-07-06,2018-12-31
"00000755","Jeremy","Chavez","jeremy.chavez@widgetcorp.com","HR","Associate",6.61352000877353,45.25,94123.9992327365,"Male",4,2012-05-20,2018-12-31
"00000804","Kathryn","Murthy","kathryn.murthy@widgetcorp.com","HR","VP",6.92657164026379,46.37,96448.623899506,"Female",2,2012-01-27,2018-12-31
"00000966","Tamar","Hill","tamar.hill@widgetcorp.com","HR","Director",9.17814603382606,44.09,91706.0076788973,"Female",3,2009-10-26,2018-12-31
"00000986","Fateena","el-Aman","fateena.el-aman@widgetcorp.com","HR","VP",10.1556672925978,50,103998.475883031,"Female",6,2008-11-03,2018-12-31
"00000177","Santana","Romero-Torres","santana.romero-torres@widgetcorp.com","IT/IS","Analyst",3.65843295869691,33.67,70032.5145442909,"Male",4,2015-05-04,2018-12-31
"00000198","Rasheeqa","el-Ahsan","rasheeqa.el-ahsan@widgetcorp.com","IT/IS","Associate",3.78274119896426,30.48,63392.5172043173,"Female",6,2015-03-20,2018-12-31
"00000211","Kendall","Vigil","kendall.vigil@widgetcorp.com","IT/IS","Analyst",3.83277025567017,27.98,58199.5401170258,"Female",1,2015-03-02,2018-12-31
"00000222","Shannon","Hodges","shannon.hodges@widgetcorp.com","IT/IS","Associate",3.89636327870711,45.31,94236.7257778387,"Male",3,2015-02-06,2018-12-31
"00000277","Nicholas","Jubert","nicholas.jubert@widgetcorp.com","IT/IS","Associate",4.13745358745119,33.28,69225.8132720917,"Male",5,2014-11-10,2018-12-31
"00000376","Rashaad","al-Imam","rashaad.al-imam@widgetcorp.com","IT/IS","Manager",4.67616424880091,56.61,117746.556948399,"Male",6,2014-04-28,2018-12-31
"00000448","Justin","Cung","justin.cung@widgetcorp.com","IT/IS","Manager",4.99246376849206,46.2,96094.0217015983,"Male",2,2014-01-02,2018-12-31
"00000653","Sahl","al-Sheikh","sahl.al-sheikh@widgetcorp.com","IT/IS","Director",5.98673460814435,48.55,100991.65693421,"Male",6,2013-01-04,2018-12-31
"00000670","Elias","Flores","elias.flores@widgetcorp.com","IT/IS","Associate",6.12538059476829,56.19,116882.996685848,"Male",4,2012-11-14,2018-12-31
"00000708","Virginia","Vigil","virginia.vigil@widgetcorp.com","IT/IS","Associate",6.32314939809544,35.01,72821.0494417933,"Female",4,2012-09-03,2018-12-31
"00000719","Raymond","Kato","raymond.kato@widgetcorp.com","IT/IS","Associate",6.37200549644737,34.13,70985.5462736907,"Male",4,2012-08-16,2018-12-31
"00000728","Ramisa","Deskin","ramisa.deskin@widgetcorp.com","IT/IS","Manager",6.42943840632218,39.19,81525.4076941066,"Female",2,2012-07-26,2018-12-31
"00000764","Dallas","O'Dell","dallas.o'dell@widgetcorp.com","IT/IS","Manager",6.67475853875281,58.91,122523.960975978,"Male",1,2012-04-28,2018-12-31
"00000805","Collin","Lemley-Orlando","collin.lemley-orlando@widgetcorp.com","IT/IS","Manager",6.9352651961934,56.77,118074.586769973,"Male",5,2012-01-23,2018-12-31
"00000826","Raymond","Albers","raymond.albers@widgetcorp.com","IT/IS","Manager",7.18150456909588,55.42,115280.876848616,"Male",2,2011-10-25,2018-12-31
"00000101","Matthew","Herbertson","matthew.herbertson@widgetcorp.com","Information Technology and Information Seucrity","Manager",3.12497153653619,52.17,108516.302459064,"Male",5,2015-11-15,2018-12-31
"00000170","Brenda","Wilson","brenda.wilson@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.63433361042579,29.12,60576.9914541345,"Female",4,2015-05-13,2018-12-31
"00000189","Tilmon","Lambouths","tilmon.lambouths@widgetcorp.com","Information Technology and Information Seucrity","Associate",3.7212894380155,38.35,79761.387841918,"Male",3,2015-04-11,2018-12-31
"00000199","Patrick","Ouellette","patrick.ouellette@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.78743529226469,36.38,75660.6060694916,"Male",1,2015-03-18,2018-12-31
"00000201","Jericho","Swimmer","jericho.swimmer@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.78825903135576,30.73,63926.4607785446,"Male",1,2015-03-18,2018-12-31
"00000223","Sundus","al-Safar","sundus.al-safar@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.90265787214765,26.44,54995.0767069778,"Female",6,2015-02-04,2018-12-31
"00000265","Aleya","Yarbrough-Montoya","aleya.yarbrough-montoya@widgetcorp.com","Information Technology and Information Seucrity","Analyst",4.09044971343532,27.47,57135.0167057307,"Female",3,2014-11-27,2018-12-31
"00000268","Eric","Garnes","eric.garnes@widgetcorp.com","Information Technology and Information Seucrity","Manager",4.10336379786698,57.37,119328.918939738,"Male",3,2014-11-23,2018-12-31
"00000289","Ishanique","Wallace","ishanique.wallace@widgetcorp.com","Information Technology and Information Seucrity","Analyst",4.19560631857457,29.07,60460.135635214,"Female",3,2014-10-20,2018-12-31
"00000304","Cody","Jauch","cody.jauch@widgetcorp.com","Information Technology and Information Seucrity","Associate",4.31418338238116,44.83,93251.0971852763,"Male",1,2014-09-07,2018-12-31
"00000387","Dylan","Bower","dylan.bower@widgetcorp.com","Information Technology and Information Seucrity","Manager",4.72400991089016,53.22,110689.201149076,"Male",2,2014-04-10,2018-12-31
"00000444","Breanne","Miller","breanne.miller@widgetcorp.com","Information Technology and Information Seucrity","Director",4.98336591737297,44.68,92926.738278217,"Female",5,2014-01-05,2018-12-31
"00000494","Janette","Turner","janette.turner@widgetcorp.com","Information Technology and Information Seucrity","Analyst",5.20132465732373,29.69,61753.3462621483,"Female",4,2013-10-18,2018-12-31
"00000521","Kaleb","Howard","kaleb.howard@widgetcorp.com","Information Technology and Information Seucrity","Analyst",5.33571282287411,42.63,88675.1206024194,"Male",3,2013-08-30,2018-12-31
"00000522","Brandon","Walker","brandon.walker@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.33794133743859,47.86,99552.6303660682,"Male",1,2013-08-29,2018-12-31
"00000536","Lance","Riley","lance.riley@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.39101914010222,55.25,114920.793070302,"Male",1,2013-08-09,2018-12-31
"00000545","Elicia","Garcia","elicia.garcia@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.43940929881058,33.47,69619.054117131,"Female",4,2013-07-23,2018-12-31
"00000588","Safaaa","el-Ozer","safaaa.el-ozer@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.65452851433343,32.22,67020.7062988277,"Female",6,2013-05-05,2018-12-31
"00000634","Lauren","Sikes","lauren.sikes@widgetcorp.com","Information Technology and Information Seucrity","Director",5.88815494075448,42.46,88314.1336457681,"Female",5,2013-02-09,2018-12-31
"00000643","Thaylor","Mahnken","thaylor.mahnken@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.92309321910072,42.28,87933.5171982468,"Male",1,2013-01-27,2018-12-31
"00000648","Tammy","Levine","tammy.levine@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.95730296943397,34.38,71506.4258856047,"Female",2,2013-01-15,2018-12-31
"00000777","Leonard","Odem","leonard.odem@widgetcorp.com","Information Technology and Information Seucrity","Director",6.72948562289454,60.13,125060.354392583,"Male",3,2012-04-08,2018-12-31
"00000783","Archibald","Armstrong","archibald.armstrong@widgetcorp.com","Information Technology and Information Seucrity","Manager",6.77841627249308,50.07,104152.418152307,"Male",1,2012-03-21,2018-12-31
"00000793","Kyana","Jennis","kyana.jennis@widgetcorp.com","Information Technology and Information Seucrity","VP",6.8505235934512,45.24,94099.8739674316,"Female",3,2012-02-23,2018-12-31
"00000856","Savannah","Moore","savannah.moore@widgetcorp.com","Information Technology and Information Seucrity","Executive",7.46380421539467,56.43,117364.157289768,"Female",1,2011-07-14,2018-12-31
"00000960","Torrean","Barber","torrean.barber@widgetcorp.com","Information Technology and Information Seucrity","Manager",9.07161322345768,57.03,118632.502381554,"Male",3,2009-12-04,2018-12-31
"00000964","Holly","Bacon-Maldonado","holly.bacon-maldonado@widgetcorp.com","Information Technology and Information Seucrity","Director",9.14075184946868,42.47,88335.7069255218,"Female",1,2009-11-09,2018-12-31
"00000013","Cory","Yamashita","cory.yamashita@widgetcorp.com","Legal","Analyst",1.74595196303024,36.75,76447.2852426958,"Male",2,2017-04-02,2018-12-31
"00000145","Cheng","Mee","cheng.mee@widgetcorp.com","Legal","Analyst",3.49387173354251,38.66,80407.9695825186,"Male",2,2015-07-03,2018-12-31
"00000244","Daniel","Farley","daniel.farley@widgetcorp.com","Legal","Analyst",4.00791651022634,46.27,96248.9103025045,"Male",5,2014-12-28,2018-12-31
"00000404","Seth","Butcher","seth.butcher@widgetcorp.com","Legal","Analyst",4.79957090123216,33.92,70556.1458437149,"Male",1,2014-03-13,2018-12-31
"00000417","Treyvon","Jackson","treyvon.jackson@widgetcorp.com","Legal","Manager",4.84579053107408,39.65,82465.2671820452,"Male",3,2014-02-25,2018-12-31
"00000451","Chet","Stivers","chet.stivers@widgetcorp.com","Legal","Manager",5.00090979342258,39.07,81272.9747140871,"Male",5,2013-12-30,2018-12-31
"00000462","Michael","Allen","michael.allen@widgetcorp.com","Legal","Manager",5.05354759282538,54.48,113309.158599895,"Male",3,2013-12-11,2018-12-31
"00000504","Daniel","Huffstater","daniel.huffstater@widgetcorp.com","Legal","Associate",5.26212845700304,29.69,61758.4152767568,"Male",1,2013-09-26,2018-12-31
"00000533","Thomas","Kendall","thomas.kendall@widgetcorp.com","Legal","Analyst",5.37800593847451,41.28,85863.027253398,"Male",2,2013-08-14,2018-12-31
"00000622","Fahmi","al-Radi","fahmi.al-radi@widgetcorp.com","Legal","Associate",5.82823289989032,39.93,83045.4207383651,"Male",6,2013-03-03,2018-12-31
"00000807","Victoria","Hanna","victoria.hanna@widgetcorp.com","Legal","Associate",6.93763866776102,33.51,69692.9464984904,"Female",2,2012-01-23,2018-12-31
"00000945","Andres","Miller","andres.miller@widgetcorp.com","Legal","Executive",8.67259851844888,61.68,128288.984873586,"Male",1,2010-04-29,2018-12-31
"00000056","William","Wilmot","william.wilmot@widgetcorp.com","Marketing","Analyst",2.60065204786495,35.47,73786.8170471085,"Male",2,2016-05-25,2018-12-31
"00000078","Naaila","al-Wakim","naaila.al-wakim@widgetcorp.com","Marketing","Analyst",2.90080320611165,26.83,55806.6454464083,"Female",6,2016-02-05,2018-12-31
"00000083","Parker","Mamatsios","parker.mamatsios@widgetcorp.com","Marketing","Analyst",2.94094268423536,30.39,63215.8137039553,"Male",5,2016-01-21,2018-12-31
"00000084","Sheneice","Burns","sheneice.burns@widgetcorp.com","Marketing","Analyst",2.94691770564459,26.9,55961.6433923366,"Female",1,2016-01-19,2018-12-31
"00000089","Jessica","Alaniz","jessica.alaniz@widgetcorp.com","Marketing","Associate",3.01164950445627,30.58,63597.3093094821,"Female",4,2015-12-26,2018-12-31
"00000098","Richard","Hampf","richard.hampf@widgetcorp.com","Marketing","Associate",3.07691394899178,45.84,95357.0863271399,"Male",5,2015-12-03,2018-12-31
"00000119","Yesenia","Sanchez","yesenia.sanchez@widgetcorp.com","Marketing","Analyst",3.28853194886877,26.14,54370.4885067273,"Female",4,2015-09-16,2018-12-31
"00000132","Charlotte","O'Connor","charlotte.o'connor@widgetcorp.com","Marketing","Analyst",3.3784610813611,28.35,58970.7438578723,"Female",1,2015-08-15,2018-12-31
"00000142","Malachai","Ly","malachai.ly@widgetcorp.com","Marketing","Analyst",3.45197416004356,29.92,62236.0019558574,"Male",2,2015-07-19,2018-12-31
"00000181","Taylor","Dern","taylor.dern@widgetcorp.com","Marketing","Associate",3.70354285417581,32.19,66954.6148984074,"Female",5,2015-04-18,2018-12-31
"00000183","Dasinique","Abdul-Amin","dasinique.abdul-amin@widgetcorp.com","Marketing","Analyst",3.71161244034507,27.91,58049.635804989,"Female",3,2015-04-15,2018-12-31
"00000224","Bryce","Bolen","bryce.bolen@widgetcorp.com","Marketing","Analyst",3.90393302638419,36.58,76082.9554527475,"Male",3,2015-02-04,2018-12-31
"00000229","Roxanne","Klaus","roxanne.klaus@widgetcorp.com","Marketing","Associate",3.92946367236959,32.45,67487.1881391482,"Female",5,2015-01-25,2018-12-31
"00000251","Laurisa","Sandoval","laurisa.sandoval@widgetcorp.com","Marketing","Analyst",4.03368753637378,28.36,58981.0809528485,"Female",4,2014-12-18,2018-12-31
"00000258","Jacob","Banks","jacob.banks@widgetcorp.com","Marketing","Associate",4.06657016362108,44.01,91546.3143237057,"Male",1,2014-12-06,2018-12-31
"00000267","Kadeeja","Sanders Jr","kadeeja.sanders jr@widgetcorp.com","Marketing","Manager",4.09396265174669,36.86,76669.4447162032,"Female",3,2014-11-26,2018-12-31
"00000276","Haley","Ebersole","haley.ebersole@widgetcorp.com","Marketing","Analyst",4.13238071560211,27.39,56967.8790577604,"Female",5,2014-11-12,2018-12-31
"00000282","Khawla","el-Islam","khawla.el-islam@widgetcorp.com","Marketing","Analyst",4.16976136170686,28.61,59512.5613931877,"Female",6,2014-10-29,2018-12-31
"00000302","Fatima","Reddell","fatima.reddell@widgetcorp.com","Marketing","Analyst",4.30230723337642,24.65,51281.5528221705,"Female",1,2014-09-11,2018-12-31
"00000327","Shaana","Green","shaana.green@widgetcorp.com","Marketing","Analyst",4.41604377942847,28.55,59384.8030808963,"Female",1,2014-08-01,2018-12-31
"00000328","Alexis","Vallejo","alexis.vallejo@widgetcorp.com","Marketing","Manager",4.43752262670423,36.7,76328.5574101105,"Female",4,2014-07-24,2018-12-31
"00000336","Mastoor","el-Zia","mastoor.el-zia@widgetcorp.com","Marketing","Associate",4.47249524522298,40.3,83828.4900735455,"Male",6,2014-07-11,2018-12-31
"00000338","Parker","Red","parker.red@widgetcorp.com","Marketing","Associate",4.4901655883664,45.73,95120.715703081,"Male",1,2014-07-04,2018-12-31
"00000346","Destiny","Smith","destiny.smith@widgetcorp.com","Marketing","Associate",4.51210283541738,33.82,70345.9353187869,"Female",5,2014-06-26,2018-12-31
"00000350","Numair","el-Haider","numair.el-haider@widgetcorp.com","Marketing","Manager",4.52279382736052,33.71,70121.2320980176,"Male",6,2014-06-23,2018-12-31
"00000364","Pamela","Song","pamela.song@widgetcorp.com","Marketing","Manager",4.62352751992901,37.13,77237.3453264406,"Female",2,2014-05-17,2018-12-31
"00000375","Haniyya","el-Kamali","haniyya.el-kamali@widgetcorp.com","Marketing","Analyst",4.67403923698475,28.8,59907.6791794148,"Female",6,2014-04-28,2018-12-31
"00000397","Zackary","Farrell","zackary.farrell@widgetcorp.com","Marketing","Associate",4.77429204917492,48.64,101167.98405513,"Male",5,2014-03-23,2018-12-31
"00000403","Elijah","Pham","elijah.pham@widgetcorp.com","Marketing","Associate",4.79250640627879,44.73,93037.1564942,"Male",2,2014-03-16,2018-12-31
"00000416","Reina","Quintana","reina.quintana@widgetcorp.com","Marketing","Analyst",4.8425478576377,26.99,56137.2397762807,"Female",4,2014-02-26,2018-12-31
"00000456","Vanessa","Jackson","vanessa.jackson@widgetcorp.com","Marketing","Analyst",5.02126259090174,28.31,58882.2846157821,"Female",1,2013-12-22,2018-12-31
"00000490","Brandon","Leil","brandon.leil@widgetcorp.com","Marketing","Analyst",5.17719608319859,31.77,66083.9559844045,"Male",1,2013-10-27,2018-12-31
"00000508","Navkirat","Yun","navkirat.yun@widgetcorp.com","Marketing","Manager",5.27783857993648,41.42,86156.6850454457,"Male",2,2013-09-20,2018-12-31
"00000509","Tyler","Mccabe","tyler.mccabe@widgetcorp.com","Marketing","Director",5.28106073174882,52.77,109757.553386139,"Male",1,2013-09-19,2018-12-31
"00000511","Michael","Mbengue","michael.mbengue@widgetcorp.com","Marketing","Associate",5.28994591617917,44.65,92881.7582879227,"Male",3,2013-09-15,2018-12-31
"00000554","Victor","Garcia Ibarra","victor.garcia ibarra@widgetcorp.com","Marketing","Analyst",5.48309159061687,33.97,70663.146142483,"Male",4,2013-07-07,2018-12-31
"00000597","Jerry","Ortiz","jerry.ortiz@widgetcorp.com","Marketing","Associate",5.69380146346216,46.63,96981.8822909791,"Male",4,2013-04-21,2018-12-31
"00000600","Dylan","Mcfadden","dylan.mcfadden@widgetcorp.com","Marketing","Manager",5.70473001597092,37.55,78101.3872661289,"Male",5,2013-04-17,2018-12-31
"00000612","Victoria","Davis","victoria.davis@widgetcorp.com","Marketing","Associate",5.78209401329327,33.59,69856.9770789397,"Female",4,2013-03-20,2018-12-31
"00000633","Ryshawn","Briggs","ryshawn.briggs@widgetcorp.com","Marketing","Manager",5.88637148164787,53.7,111700.49555606,"Male",3,2013-02-10,2018-12-31
"00000682","Davonte","Clayton","davonte.clayton@widgetcorp.com","Marketing","Manager",6.18003307081004,46.25,96208.473645751,"Male",3,2012-10-25,2018-12-31
"00000693","Shanequa","Stewart","shanequa.stewart@widgetcorp.com","Marketing","Associate",6.21783260703196,32.64,67884.6743246533,"Female",3,2012-10-11,2018-12-31
"00000703","Tryston","Martin","tryston.martin@widgetcorp.com","Marketing","Analyst",6.27005888576629,35.1,73008.9273877698,"Male",5,2012-09-22,2018-12-31
"00000766","Ashley","Camerlo","ashley.camerlo@widgetcorp.com","Marketing","Manager",6.68787835933322,37.84,78699.3404740108,"Female",5,2012-04-23,2018-12-31
"00000767","Michael","Koski","michael.koski@widgetcorp.com","Marketing","Associate",6.70167677167413,37.03,77012.3068235296,"Male",5,2012-04-18,2018-12-31
"00000768","Alexander","Chun","alexander.chun@widgetcorp.com","Marketing","Associate",6.70324637994822,33.73,70151.5845487834,"Male",2,2012-04-17,2018-12-31
"00000800","Linh","Smith","linh.smith@widgetcorp.com","Marketing","Director",6.88206097709769,44.62,92816.0159839592,"Female",2,2012-02-12,2018-12-31
"00000836","Emma","Thornton","emma.thornton@widgetcorp.com","Marketing","Manager",7.25084470947347,37.95,78932.7768582185,"Female",5,2011-09-30,2018-12-31
"00000847","Caitlyn","Reynolds","caitlyn.reynolds@widgetcorp.com","Marketing","Manager",7.39984000052927,38.83,80756.8443229433,"Female",1,2011-08-07,2018-12-31
"00000849","Jeremy","Damiana","jeremy.damiana@widgetcorp.com","Marketing","Manager",7.41624222565333,64.49,134134.010964181,"Male",1,2011-08-01,2018-12-31
"00000858","Valerie","Villa","valerie.villa@widgetcorp.com","Marketing","VP",7.48189878717239,48.54,100971.67138524,"Female",4,2011-07-08,2018-12-31
"00000862","Markus","Ortega Trujillo","markus.ortega trujillo@widgetcorp.com","Marketing","VP",7.51235372006868,68.73,142958.674553565,"Male",4,2011-06-27,2018-12-31
"00000868","Mazeeda","al-Vaziri","mazeeda.al-vaziri@widgetcorp.com","Marketing","Manager",7.5835569828937,37.5,77998.7398574594,"Female",6,2011-06-01,2018-12-31
"00000898","Jameel","al-Pour","jameel.al-pour@widgetcorp.com","Marketing","Director",7.97041502738045,76.55,159230.992126417,"Male",6,2011-01-10,2018-12-31
"00000902","Ajsha","Chacon-Montalban","ajsha.chacon-montalban@widgetcorp.com","Marketing","VP",8.05160021694036,47.02,97807.3692872616,"Female",4,2010-12-12,2018-12-31
"00000907","Marnita","Tomlinson","marnita.tomlinson@widgetcorp.com","Marketing","Director",8.10305869527839,42.64,88698.1467820767,"Female",1,2010-11-23,2018-12-31
"00000912","Dominique","Mata","dominique.mata@widgetcorp.com","Marketing","Manager",8.18008145976441,59.82,124433.64913276,"Male",4,2010-10-26,2018-12-31
"00000918","Brannon","Nededog","brannon.nededog@widgetcorp.com","Marketing","Director",8.21957317830401,52.21,108586.448605072,"Male",1,2010-10-11,2018-12-31
"00000932","Donovan","Mason","donovan.mason@widgetcorp.com","Marketing","Director",8.44126899130424,74.74,155464.032757376,"Male",1,2010-07-22,2018-12-31
"00000936","Sang Kyun","Moon","sang kyun.moon@widgetcorp.com","Marketing","VP",8.53028309019155,42.74,88899.8032930682,"Male",2,2010-06-20,2018-12-31
"00000952","Allison","White","allison.white@widgetcorp.com","Marketing","VP",8.81392238470851,47.32,98432.8566995914,"Female",1,2010-03-08,2018-12-31
"00000954","Orson","Apodaca-Anaya","orson.apodaca-anaya@widgetcorp.com","Marketing","VP",8.85091699018345,61.16,127211.134363556,"Male",1,2010-02-23,2018-12-31
"00000970","Dakota","Aashiq","dakota.aashiq@widgetcorp.com","Marketing","VP",9.36923812389308,65.4,136034.120141519,"Male",2,2009-08-17,2018-12-31
"00000971","Ling","Esipa","ling.esipa@widgetcorp.com","Marketing","VP",9.37401354828352,49.45,102849.923804537,"Female",2,2009-08-16,2018-12-31
"00000972","Ashley","Skinner","ashley.skinner@widgetcorp.com","Marketing","Director",9.37580441131225,42.5,88399.1099588154,"Female",5,2009-08-15,2018-12-31
"00000995","Stevon","Rios","stevon.rios@widgetcorp.com","Marketing","VP",10.6449122787246,72.5,150799.288794645,"Male",4,2008-05-08,2018-12-31
"00000003","Erin","Van Tine","erin.van tine@widgetcorp.com","Operations","Analyst",1.20674356213984,25.33,52691.016884937,"Female",5,2017-10-16,2018-12-31
"00000006","Izza","al-Ally","izza.al-ally@widgetcorp.com","Operations","Analyst",1.33781832402626,25.7,53465.5218163195,"Female",6,2017-08-29,2018-12-31
"00000021","Ghaazi","el-Huq","ghaazi.el-huq@widgetcorp.com","Operations","Analyst",2.08314348213495,36.26,75425.9985216934,"Male",6,2016-11-30,2018-12-31
"00000026","Kenzie","Kurtzer","kenzie.kurtzer@widgetcorp.com","Operations","Analyst",2.20943569161546,25.06,52125.1536072066,"Female",5,2016-10-15,2018-12-31
