"Employee Number","First Name","Last Name","Email Address","Department","Job Level","Tenure","Tenure Date","Pay Rate","Base Comp","Gender","Ethnicity","Report Effective Date"
"00000348","Ajanae","Carpenter-Williams","ajanae.carpenter-williams@widgetcorp.com","Finance","Analyst",4.68973300534282,2015-10-14,29.24,60822.399001549,"Female",3,2020-06-22
"00000371","Madison","Tyrrell","madison.tyrrell@widgetcorp.com","Finance","Associate",4.48524205725349,2015-12-27,31.67,65863.689103953,"Female",5,2020-06-22
"00000391","Graciela","Guerrero","graciela.guerrero@widgetcorp.com","Finance","Analyst",4.29593124198595,2016-03-05,27.09,56357.4561196068,"Female",4,2020-06-22
"00000393","Joe'Quann","Taylor Pensado","joe'quann.taylor pensado@widgetcorp.com","Finance","Analyst",4.29531089957961,2016-03-06,46.54,96802.2722067813,"Male",3,2020-06-22
"00000460","Amanda","Little","amanda.little@widgetcorp.com","Finance","Associate",3.54102494154115,2016-12-06,32.14,66841.2045549929,"Female",1,2020-06-22
"00000478","Melvin","Roaf","melvin.roaf@widgetcorp.com","Finance","Associate",3.36282691698913,2017-02-09,34.1,70926.4561108413,"Male",3,2020-06-22
"00000535","Jasmine","Wells","jasmine.wells@widgetcorp.com","Finance","Analyst",2.22706565608463,2018-03-31,25.81,53694.8284580697,"Female",3,2020-06-22
"00000546","Luke","Jaeger","luke.jaeger@widgetcorp.com","Finance","Analyst",1.62450162716232,2018-11-06,37.95,78941.9363779213,"Male",1,2020-06-22
"00000548","Carla","Montoya","carla.montoya@widgetcorp.com","Finance","Analyst",1.44372019997305,2019-01-11,26.87,55879.9697669767,"Female",4,2020-06-22
"00000042","Awaatif","al-Lone","awaatif.al-lone@widgetcorp.com","HR","Director",9.05595502295077,2011-06-02,43.1,89654.5154690688,"Female",6,2020-06-22
"00000108","Vanessa","Carlo","vanessa.carlo@widgetcorp.com","HR","Director",7.2127239279733,2013-04-05,42.6,88610.286044216,"Female",1,2020-06-22
"00000109","Frankie","Rodriguez","frankie.rodriguez@widgetcorp.com","HR","Analyst",7.18907358827795,2013-04-14,28.71,59710.2397189454,"Female",4,2020-06-22
"00000117","Raihaana","al-Abdi","raihaana.al-abdi@widgetcorp.com","HR","Director",7.10173038168109,2013-05-16,43.02,89475.3193371401,"Female",6,2020-06-22
"00000150","Esmeralda","Barragan Olivarria","esmeralda.barragan olivarria@widgetcorp.com","HR","VP",6.66043126210564,2013-10-24,49.6,103163.050490575,"Female",4,2020-06-22
"00000162","Eisley","Bailey","eisley.bailey@widgetcorp.com","HR","Manager",6.46298730871059,2014-01-04,37.6,78213.5675471227,"Male",3,2020-06-22
"00000193","Cheyenne","Bancroft","cheyenne.bancroft@widgetcorp.com","HR","Associate",6.10770211865409,2014-05-14,30.44,63320.4286394081,"Female",1,2020-06-22
"00000199","Nuzha","el-Yassin","nuzha.el-yassin@widgetcorp.com","HR","Manager",6.07101640707847,2014-05-27,39.3,81751.2503554405,"Female",6,2020-06-22
"00000214","Melissa","Spitzer","melissa.spitzer@widgetcorp.com","HR","Associate",5.9394146346759,2014-07-14,34.42,71597.912509351,"Female",5,2020-06-22
"00000223","Annika","Neumeier","annika.neumeier@widgetcorp.com","HR","Analyst",5.80444713357106,2014-09-01,28.61,59518.0023505272,"Female",5,2020-06-22
"00000322","Tracy","Fetter","tracy.fetter@widgetcorp.com","HR","Manager",4.98046599810815,2015-06-29,36.44,75802.3634254112,"Female",2,2020-06-22
"00000334","Draven","Romero","draven.romero@widgetcorp.com","HR","Analyst",4.80564771208217,2015-09-01,45.97,95622.4975884754,"Male",1,2020-06-22
"00000338","Morgan","Oyebi","morgan.oyebi@widgetcorp.com","HR","Analyst",4.75925093045113,2015-09-18,29.34,61025.7983956924,"Female",1,2020-06-22
"00000354","Jennifer","Post","jennifer.post@widgetcorp.com","HR","Analyst",4.64488855887404,2015-10-30,26.65,55434.2093119051,"Female",1,2020-06-22
"00000368","Kamaria","Parnell","kamaria.parnell@widgetcorp.com","HR","Analyst",4.49265240866066,2015-12-25,26.78,55703.7107873813,"Female",3,2020-06-22
"00000380","Isabel","Meza","isabel.meza@widgetcorp.com","HR","Analyst",4.3866809803652,2016-02-01,26.17,54438.6632209988,"Female",4,2020-06-22
"00000388","Sadyan","Masters","sadyan.masters@widgetcorp.com","HR","Associate",4.30998347840193,2016-02-29,31.52,65562.2235872293,"Female",1,2020-06-22
"00000412","Arin","Hickey","arin.hickey@widgetcorp.com","HR","Associate",4.06836992508506,2016-05-28,29.31,60969.3230378841,"Female",4,2020-06-22
"00000415","Levi","Hines","levi.hines@widgetcorp.com","HR","Analyst",4.00548589924144,2016-06-19,37.94,78911.5560280045,"Male",5,2020-06-22
"00000419","Eduardo","Segovia-Gallegos","eduardo.segovia-gallegos@widgetcorp.com","HR","Analyst",3.97512459535211,2016-07-01,37.51,78011.4936168912,"Male",4,2020-06-22
"00000430","Abdullah","el-Demian","abdullah.el-demian@widgetcorp.com","HR","Analyst",3.83543819821093,2016-08-21,39.32,81782.4036314381,"Male",6,2020-06-22
"00000470","Joseph","Byerly","joseph.byerly@widgetcorp.com","HR","Analyst",3.46625078721113,2017-01-02,32.72,68055.7907592653,"Male",5,2020-06-22
"00000479","Saara","el-Abood","saara.el-abood@widgetcorp.com","HR","Analyst",3.35812616716606,2017-02-11,29.08,60488.4407976596,"Female",6,2020-06-22
"00000481","Sienna","Nguyen","sienna.nguyen@widgetcorp.com","HR","Analyst",3.35166858446441,2017-02-13,26.92,55995.0918470839,"Female",2,2020-06-22
"00000507","Glenn","Moore","glenn.moore@widgetcorp.com","HR","Analyst",2.96637248482325,2017-07-04,30.79,64052.8140347033,"Male",3,2020-06-22
"00000511","Matthew","Dang","matthew.dang@widgetcorp.com","HR","Analyst",2.87098011781219,2017-08-08,33.21,69071.3037982788,"Male",2,2020-06-22
"00000519","Jason","Houston","jason.houston@widgetcorp.com","HR","Analyst",2.74086176202924,2017-09-24,36.85,76645.0995909134,"Male",3,2020-06-22
"00000533","William","Brown","william.brown@widgetcorp.com","HR","Analyst",2.31621939999406,2018-02-27,42.21,87794.8020231831,"Male",5,2020-06-22
"00000547","Tory","Mason","tory.mason@widgetcorp.com","HR","Analyst",1.58047456055069,2018-11-22,25.72,53502.9787364213,"Female",1,2020-06-22
"00000549","Matthew","Nguyen","matthew.nguyen@widgetcorp.com","HR","Analyst",1.41871133931702,2019-01-20,31.05,64592.5247199628,"Male",2,2020-06-22
"00000045","Zerek","Maxey","zerek.maxey@widgetcorp.com","IT/IS","Manager",8.86859284133756,2011-08-09,41.72,86775.9950694776,"Male",3,2020-06-22
"00000051","Lawanda","Parmiter","lawanda.parmiter@widgetcorp.com","IT/IS","Manager",8.5938143010451,2011-11-18,38.76,80617.3662643747,"Female",1,2020-06-22
"00000172","Sarah","Rude","sarah.rude@widgetcorp.com","IT/IS","Associate",6.34018368037978,2014-02-18,31.31,65118.0974671255,"Female",2,2020-06-22
"00000179","John","Hands","john.hands@widgetcorp.com","IT/IS","Director",6.24033389339582,2014-03-26,44.5,92562.8719105642,"Male",3,2020-06-22
"00000212","Tiana","Hayes","tiana.hayes@widgetcorp.com","IT/IS","Analyst",5.95157879012195,2014-07-10,27.46,57111.3249906913,"Female",3,2020-06-22
"00000280","Vanessa","Maestas","vanessa.maestas@widgetcorp.com","IT/IS","Associate",5.33074875861758,2015-02-21,34.18,71090.9845348555,"Female",4,2020-06-22
"00000291","Donovan","Powless","donovan.powless@widgetcorp.com","IT/IS","Associate",5.21014409013188,2015-04-06,40.32,83872.5095986842,"Male",1,2020-06-22
"00000369","Liliane","Nguyen","liliane.nguyen@widgetcorp.com","IT/IS","Analyst",4.49172818303076,2015-12-25,29,60314.6258006036,"Female",2,2020-06-22
"00000416","Cristina","Giles Nieto","cristina.giles nieto@widgetcorp.com","IT/IS","Associate",3.99409283010667,2016-06-24,31.36,65230.4412309855,"Female",4,2020-06-22
"00000469","Joshua","Goings","joshua.goings@widgetcorp.com","IT/IS","Analyst",3.46851784834104,2017-01-02,30.32,63074.9819596621,"Male",3,2020-06-22
"00000484","Keenan","Ross","keenan.ross@widgetcorp.com","IT/IS","Analyst",3.30633198675174,2017-03-02,37.71,78426.9514039676,"Male",3,2020-06-22
"00000541","Brenda","Yang","brenda.yang@widgetcorp.com","IT/IS","Analyst",1.96027486155026,2018-07-07,27.66,57523.2064841251,"Female",2,2020-06-22
"00000029","Kathleen","Chaparro","kathleen.chaparro@widgetcorp.com","Information Technology and Information Seucrity","VP",12.3047358612271,2008-03-02,49.39,102737.959391946,"Female",4,2020-06-22
"00000038","Heather","Tegtman","heather.tegtman@widgetcorp.com","Information Technology and Information Seucrity","VP",9.18056674820938,2011-04-17,46.82,97394.1153038602,"Female",5,2020-06-22
"00000083","Keya","Lawton","keya.lawton@widgetcorp.com","Information Technology and Information Seucrity","Director",7.65693050828919,2012-10-25,42.77,88958.9734160235,"Female",1,2020-06-22
"00000095","Alexis","Goodteacher","alexis.goodteacher@widgetcorp.com","Information Technology and Information Seucrity","Manager",7.38316117516665,2013-02-02,38.28,79621.3854559597,"Female",1,2020-06-22
"00000124","Aasim","al-Ahmad","aasim.al-ahmad@widgetcorp.com","Information Technology and Information Seucrity","Manager",7.01478455967768,2013-06-16,59.84,124461.644262375,"Male",6,2020-06-22
"00000155","Kyle","Castle","kyle.castle@widgetcorp.com","Information Technology and Information Seucrity","Associate",6.59989612902884,2013-11-15,45.1,93817.1354444704,"Male",5,2020-06-22
"00000157","Megan","Wood","megan.wood@widgetcorp.com","Information Technology and Information Seucrity","Associate",6.4982383397159,2013-12-22,31.96,66485.327423803,"Female",5,2020-06-22
"00000160","Nely","Warford","nely.warford@widgetcorp.com","Information Technology and Information Seucrity","Director",6.48736876983455,2013-12-26,45.13,93877.1162081194,"Female",4,2020-06-22
"00000166","Nolyn","Bullard","nolyn.bullard@widgetcorp.com","Information Technology and Information Seucrity","Manager",6.42178932195334,2014-01-19,44.22,91984.020493959,"Male",3,2020-06-22
"00000170","Atticus","Daiss","atticus.daiss@widgetcorp.com","Information Technology and Information Seucrity","Associate",6.34391334296802,2014-02-16,48.41,100695.345719865,"Male",5,2020-06-22
"00000180","David","Secore","david.secore@widgetcorp.com","Information Technology and Information Seucrity","Analyst",6.21488622171056,2014-04-05,35.1,73008.010497411,"Male",2,2020-06-22
"00000204","Rowtinya","Heimann","rowtinya.heimann@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.98452555676709,2014-06-28,34.98,72753.8686625183,"Female",1,2020-06-22
"00000211","Ethan","Pearson","ethan.pearson@widgetcorp.com","Information Technology and Information Seucrity","Manager",5.95943628199629,2014-07-07,53.31,110880.392553034,"Male",5,2020-06-22
"00000221","Angel","Olguin","angel.olguin@widgetcorp.com","Information Technology and Information Seucrity","Analyst",5.86337009178413,2014-08-11,35.67,74201.3259442829,"Male",4,2020-06-22
"00000261","Jude","Folsom","jude.folsom@widgetcorp.com","Information Technology and Information Seucrity","Analyst",5.45968109598896,2015-01-05,45.2,94020.2955674829,"Male",3,2020-06-22
"00000270","Kayave","Schwebach","kayave.schwebach@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.39674515552808,2015-01-28,31.53,65586.6708970908,"Female",3,2020-06-22
"00000278","Reyna","Hernandez","reyna.hernandez@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.33354780809292,2015-02-20,32.32,67225.4153103408,"Female",4,2020-06-22
"00000284","Lee","Narang","lee.narang@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.30640328719238,2015-03-02,32.79,68201.8615044802,"Female",2,2020-06-22
"00000287","Mariah","Quintana","mariah.quintana@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.28456987844793,2015-03-10,33.18,69005.3728888115,"Female",4,2020-06-22
"00000299","Cameron","Hays","cameron.hays@widgetcorp.com","Information Technology and Information Seucrity","Manager",5.15527970405315,2015-04-27,57.78,120175.1843007,"Male",5,2020-06-22
"00000304","Brandon","Swarts","brandon.swarts@widgetcorp.com","Information Technology and Information Seucrity","Associate",5.11240749263644,2015-05-12,41.48,86270.0088789425,"Male",5,2020-06-22
"00000363","Gabriel","Garcia","gabriel.garcia@widgetcorp.com","Information Technology and Information Seucrity","Associate",4.55620077172395,2015-12-01,44.53,92630.958831211,"Male",1,2020-06-22
"00000422","Mufliha","el-Muhammad","mufliha.el-muhammad@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.93769507395443,2016-07-14,25.2,52408.1514620728,"Female",6,2020-06-22
"00000449","Yesmizel","Pineda","yesmizel.pineda@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.6649434249562,2016-10-22,27.38,56955.8514533885,"Female",4,2020-06-22
"00000458","Sergei","Phaimany","sergei.phaimany@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.56007545861715,2016-11-29,41.71,86761.6036449745,"Male",2,2020-06-22
"00000464","Mariah","Acevedo-Avila","mariah.acevedo-avila@widgetcorp.com","Information Technology and Information Seucrity","Analyst",3.50817513602218,2016-12-18,27.91,58045.1413932492,"Female",4,2020-06-22
"00000492","Deshawn","Babatunde","deshawn.babatunde@widgetcorp.com","Information Technology and Information Seucrity","Associate",3.18757910799261,2017-04-14,40.6,84438.0588266448,"Male",3,2020-06-22
"00000515","Nameera","el-Sani","nameera.el-sani@widgetcorp.com","Information Technology and Information Seucrity","Analyst",2.77629463472109,2017-09-11,28.26,58783.6218965476,"Female",6,2020-06-22
"00000536","Marisa","Gutierrez","marisa.gutierrez@widgetcorp.com","Information Technology and Information Seucrity","Analyst",2.17590002788262,2018-04-19,27.37,56927.7577611898,"Female",4,2020-06-22
"00000138","Christopher","Hyden-Terry","christopher.hyden-terry@widgetcorp.com","Legal","Manager",6.82489875436445,2013-08-25,48.81,101524.433444126,"Male",1,2020-06-22
"00000147","Xingyou","Rodriguez","xingyou.rodriguez@widgetcorp.com","Legal","Director",6.67613541387125,2013-10-18,59.72,124222.887816779,"Male",2,2020-06-22
"00000163","Miqdaam","al-Farooqui","miqdaam.al-farooqui@widgetcorp.com","Legal","Director",6.44907488075223,2014-01-09,45.03,93661.846545696,"Male",6,2020-06-22
"00000246","Jason","Vigil","jason.vigil@widgetcorp.com","Legal","Associate",5.56930429567129,2014-11-26,40.74,84735.9589129055,"Male",1,2020-06-22
"00000268","Kyla","Emley","kyla.emley@widgetcorp.com","Legal","Associate",5.41133439326392,2015-01-23,31.45,65418.3052367821,"Female",1,2020-06-22
"00000281","Callie","Hale","callie.hale@widgetcorp.com","Legal","Analyst",5.33058376337599,2015-02-22,27.51,57219.6868030748,"Female",5,2020-06-22
"00000446","Tylar","Snell","tylar.snell@widgetcorp.com","Legal","Analyst",3.74096037081509,2016-09-24,49.72,103412.425866018,"Male",5,2020-06-22
"00000467","Brett","Ramirez","brett.ramirez@widgetcorp.com","Legal","Associate",3.47472306549267,2016-12-30,41.24,85771.3299273581,"Male",4,2020-06-22
"00000471","Graylin","Diallo","graylin.diallo@widgetcorp.com","Legal","Analyst",3.46337390617847,2017-01-04,44.17,91870.2058700449,"Male",3,2020-06-22
"00000476","Henry","Hieronimus","henry.hieronimus@widgetcorp.com","Legal","Analyst",3.39723975968894,2017-01-28,32.37,67338.5300500276,"Male",5,2020-06-22
"00000532","Naseera","al-Azimi","naseera.al-azimi@widgetcorp.com","Legal","Associate",2.33526104790949,2018-02-20,28.69,59681.7060127836,"Female",6,2020-06-22
"00000033","Jahmell","Ackah Yensu","jahmell.ackah yensu@widgetcorp.com","Marketing","VP",9.49221351762157,2010-12-24,49.87,103732.742702309,"Male",3,2020-06-22
"00000040","Hanako","Bains","hanako.bains@widgetcorp.com","Marketing","Director",9.13209722134521,2011-05-05,44.86,93308.5815847456,"Female",2,2020-06-22
"00000047","Alejandra","Dowd","alejandra.dowd@widgetcorp.com","Marketing","Director",8.81998016123756,2011-08-27,45.6,94849.804094299,"Female",4,2020-06-22
"00000048","Jalynn","Scott","jalynn.scott@widgetcorp.com","Marketing","VP",8.75416561104902,2011-09-20,50.47,104977.954500256,"Female",3,2020-06-22
"00000054","Vanisha","Wallace","vanisha.wallace@widgetcorp.com","Marketing","VP",8.42970754030517,2012-01-17,48.49,100862.565960462,"Female",1,2020-06-22
"00000055","Vanessa","Nguyen","vanessa.nguyen@widgetcorp.com","Marketing","VP",8.41032360327006,2012-01-24,49.42,102796.740176096,"Female",2,2020-06-22
"00000060","Eric","Wismer","eric.wismer@widgetcorp.com","Marketing","Director",8.2393175780351,2012-03-26,54.05,112430.019599642,"Male",5,2020-06-22
"00000063","Benjamin","Ballard","benjamin.ballard@widgetcorp.com","Marketing","VP",8.18698977933026,2012-04-14,54.39,113135.029774775,"Male",1,2020-06-22
"00000070","Monaca","Matheson","monaca.matheson@widgetcorp.com","Marketing","Director",7.93777999148951,2012-07-14,46.44,96593.2519230733,"Female",1,2020-06-22
"00000074","Taylor","Terry","taylor.terry@widgetcorp.com","Marketing","Associate",7.90841449132732,2012-07-25,35.29,73411.752451664,"Female",3,2020-06-22
"00000077","Luigi","Wilson","luigi.wilson@widgetcorp.com","Marketing","VP",7.71323596158747,2012-10-04,75.46,156966.977224225,"Male",3,2020-06-22
"00000084","Zachary","Kessler","zachary.kessler@widgetcorp.com","Marketing","Analyst",7.64359605389256,2012-10-30,43.35,90164.8034219608,"Male",5,2020-06-22
"00000094","Blake","Richmond","blake.richmond@widgetcorp.com","Marketing","Manager",7.40646357626554,2013-01-24,49.38,102702.726926705,"Male",5,2020-06-22
"00000105","Dylan","Gomez","dylan.gomez@widgetcorp.com","Marketing","Manager",7.22416370942422,2013-04-01,30.4,63229.8211772824,"Male",1,2020-06-22
"00000106","Stephanie","Hasty","stephanie.hasty@widgetcorp.com","Marketing","Director",7.21750292578142,2013-04-03,42.35,88086.119989485,"Female",5,2020-06-22
"00000113","Sourob","Nguyen","sourob.nguyen@widgetcorp.com","Marketing","Director",7.15478274824258,2013-04-26,59.75,124274.726777167,"Male",2,2020-06-22
"00000116","Alexander","Padilla","alexander.padilla@widgetcorp.com","Marketing","Director",7.10687612809567,2013-05-14,66.28,137858.01959752,"Male",4,2020-06-22
"00000118","Jasmine","Nguyen","jasmine.nguyen@widgetcorp.com","Marketing","Manager",7.0904075287057,2013-05-20,38.74,80579.6012259001,"Female",2,2020-06-22
"00000119","Ryian","Jones","ryian.jones@widgetcorp.com","Marketing","Manager",7.06429714607984,2013-05-29,62.31,129601.066814878,"Male",2,2020-06-22
"00000128","Delmi","Mcallister","delmi.mcallister@widgetcorp.com","Marketing","Associate",6.97867087202498,2013-06-30,32.8,68225.6032249824,"Female",5,2020-06-22
"00000129","Aron","Yu","aron.yu@widgetcorp.com","Marketing","Director",6.96704772779525,2013-07-04,58.08,120797.618483879,"Male",2,2020-06-22
"00000131","Kendrick","Mcclain","kendrick.mcclain@widgetcorp.com","Marketing","Associate",6.92027408380958,2013-07-21,44.81,93212.0488558425,"Male",3,2020-06-22
"00000132","Olivia","Silva","olivia.silva@widgetcorp.com","Marketing","Associate",6.91356279820991,2013-07-23,33.04,68712.8751234056,"Female",1,2020-06-22
"00000139","Andrew","Madera","andrew.madera@widgetcorp.com","Marketing","Director",6.82275555460843,2013-08-25,53.63,111545.789357126,"Male",4,2020-06-22
"00000153","Naqiyya","al-Abu","naqiyya.al-abu@widgetcorp.com","Marketing","Associate",6.60151750836667,2013-11-14,33.61,69906.3485650848,"Female",6,2020-06-22
"00000159","Amanda","Topper","amanda.topper@widgetcorp.com","Marketing","Director",6.49063465230859,2013-12-25,41.4,86114.3325796902,"Female",1,2020-06-22
"00000165","Jeremy","Berdeja","jeremy.berdeja@widgetcorp.com","Marketing","VP",6.4336217226718,2014-01-15,63.18,131416.741135161,"Male",4,2020-06-22
"00000182","Khulood","el-Mansour","khulood.el-mansour@widgetcorp.com","Marketing","Manager",6.20652098618716,2014-04-08,37.94,78908.7380859731,"Female",6,2020-06-22
"00000187","Ronald","Kumar","ronald.kumar@widgetcorp.com","Marketing","Manager",6.15667044670702,2014-04-26,55.25,114912.659560063,"Male",2,2020-06-22
"00000196","Yasbeth","Salazar","yasbeth.salazar@widgetcorp.com","Marketing","Analyst",6.08523317657978,2014-05-22,30.63,63714.5191387171,"Female",4,2020-06-22
"00000202","Muzammil","al-Hassan","muzammil.al-hassan@widgetcorp.com","Marketing","Analyst",6.00180829992164,2014-06-21,29.11,60539.5445822906,"Male",6,2020-06-22
"00000209","Jamel","Omar","jamel.omar@widgetcorp.com","Marketing","Analyst",5.96913837795597,2014-07-03,36.27,75439.8385159735,"Male",3,2020-06-22
"00000215","Milton","Pacheco","milton.pacheco@widgetcorp.com","Marketing","Associate",5.93738484294364,2014-07-15,35.69,74240.0005616958,"Male",1,2020-06-22
"00000218","Kye","Pan","kye.pan@widgetcorp.com","Marketing","Manager",5.91247844521347,2014-07-24,47.08,97934.6666180687,"Male",2,2020-06-22
"00000219","Olivet","Pinto","olivet.pinto@widgetcorp.com","Marketing","Manager",5.90205105755309,2014-07-28,47.44,98674.9637814491,"Male",1,2020-06-22
"00000220","Mahbooba","al-Halim","mahbooba.al-halim@widgetcorp.com","Marketing","Director",5.87760618884896,2014-08-06,42.65,88719.3604007966,"Female",6,2020-06-22
"00000243","Emmanuel","Dalton","emmanuel.dalton@widgetcorp.com","Marketing","Manager",5.59889324408545,2014-11-16,69.7,144969.238945692,"Male",4,2020-06-22
"00000255","Tyler","Brown","tyler.brown@widgetcorp.com","Marketing","Analyst",5.49518275415195,2014-12-23,28,58241.5769864105,"Male",3,2020-06-22
"00000264","Elizabeth","Patel","elizabeth.patel@widgetcorp.com","Marketing","Associate",5.43331699263658,2015-01-15,32.73,68080.2192719501,"Female",2,2020-06-22
"00000267","Cameron","Fontana","cameron.fontana@widgetcorp.com","Marketing","Analyst",5.41554046629253,2015-01-21,41.78,86896.3316827488,"Male",5,2020-06-22
"00000279","Haibaa","al-Raad","haibaa.al-raad@widgetcorp.com","Marketing","Associate",5.33234741139205,2015-02-21,36.02,74916.505368347,"Female",6,2020-06-22
"00000289","Jeremy","Chavez","jeremy.chavez@widgetcorp.com","Marketing","Associate",5.25277753857075,2015-03-22,35.32,73455.8017265385,"Male",1,2020-06-22
"00000292","Antonio","Huitt","antonio.huitt@widgetcorp.com","Marketing","Associate",5.20515276942214,2015-04-08,28.14,58533.7587523761,"Male",1,2020-06-22
"00000293","Rebecca","Le","rebecca.le@widgetcorp.com","Marketing","Manager",5.18765021684192,2015-04-15,36.13,75146.5725417843,"Female",2,2020-06-22
"00000296","Dawnee","Mrazik","dawnee.mrazik@widgetcorp.com","Marketing","Director",5.17308949407422,2015-04-20,40.89,85043.8849308569,"Female",1,2020-06-22
"00000320","Saleena","Yoshimura","saleena.yoshimura@widgetcorp.com","Marketing","Manager",4.9807665955526,2015-06-29,37.66,78329.081283582,"Female",2,2020-06-22
"00000324","Manaal","al-Semaan","manaal.al-semaan@widgetcorp.com","Marketing","Manager",4.96636712620241,2015-07-05,38.92,80945.0925459231,"Female",6,2020-06-22
"00000329","Jou","Yoo","jou.yoo@widgetcorp.com","Marketing","Associate",4.87026171527322,2015-08-09,33.1,68856.6117281663,"Female",2,2020-06-22
"00000356","Cameron","Davis","cameron.davis@widgetcorp.com","Marketing","Associate",4.60506647683849,2015-11-13,44.71,93004.3293309914,"Male",2,2020-06-22
"00000364","Christopher","Murray","christopher.murray@widgetcorp.com","Marketing","Associate",4.55014820630428,2015-12-04,42.16,87697.8176224231,"Male",5,2020-06-22
"00000366","John","Martinez","john.martinez@widgetcorp.com","Marketing","Analyst",4.52874174205468,2015-12-11,41.53,86377.1925710974,"Male",1,2020-06-22
"00000367","Cameron","Skeens","cameron.skeens@widgetcorp.com","Marketing","Associate",4.49985886751833,2015-12-22,36.21,75309.6873007815,"Male",5,2020-06-22
"00000374","Sakeen","al-Ramadan","sakeen.al-ramadan@widgetcorp.com","Marketing","Associate",4.46521894559096,2016-01-04,46.66,97058.0948179842,"Male",6,2020-06-22
"00000384","Hadiyya","el-Ahmadi","hadiyya.el-ahmadi@widgetcorp.com","Marketing","Analyst",4.3385573224349,2016-02-19,30.1,62608.3306830072,"Female",6,2020-06-22
"00000390","Cassie","Grayes","cassie.grayes@widgetcorp.com","Marketing","Analyst",4.30291030069437,2016-03-03,28.22,58695.0667185837,"Female",3,2020-06-22
"00000392","Angela","Chen","angela.chen@widgetcorp.com","Marketing","Analyst",4.29545921240842,2016-03-06,27.84,57914.2625416055,"Female",2,2020-06-22
"00000396","Ghuzaila","el-Kazemi","ghuzaila.el-kazemi@widgetcorp.com","Marketing","Analyst",4.2891969410116,2016-03-08,27.27,56729.5949690133,"Female",6,2020-06-22
"00000397","Bradley","Zumwalt","bradley.zumwalt@widgetcorp.com","Marketing","Analyst",4.28758248584636,2016-03-08,32.08,66721.5302485553,"Male",5,2020-06-22
"00000403","Colin","Natonabah","colin.natonabah@widgetcorp.com","Marketing","Associate",4.2388621990412,2016-03-26,42.78,88980.9443022816,"Male",1,2020-06-22
"00000417","Henry","Le","henry.le@widgetcorp.com","Marketing","Associate",3.98575230934079,2016-06-27,35.41,73659.7301072517,"Male",2,2020-06-22
"00000438","Jamey","Martin","jamey.martin@widgetcorp.com","Marketing","Analyst",3.79233487339521,2016-09-05,34.73,72243.4982166923,"Male",3,2020-06-22
"00000444","Holly","Jaeger","holly.jaeger@widgetcorp.com","Marketing","Analyst",3.75836678885673,2016-09-18,28.75,59804.7605522197,"Female",1,2020-06-22
"00000451","David","Liikanen","david.liikanen@widgetcorp.com","Marketing","Analyst",3.64126756334594,2016-10-31,38.15,79350.1757253175,"Male",5,2020-06-22
"00000454","Yoki","Mian","yoki.mian@widgetcorp.com","Marketing","Analyst",3.61290780683813,2016-11-10,27.81,57837.8739813288,"Female",2,2020-06-22
"00000457","Alix","Kim","alix.kim@widgetcorp.com","Marketing","Analyst",3.56354540560172,2016-11-28,26.01,54094.0452021323,"Female",2,2020-06-22
"00000475","Duaine","Bagby","duaine.bagby@widgetcorp.com","Marketing","Analyst",3.3987969982042,2017-01-27,29.11,60550.4266785061,"Male",3,2020-06-22
"00000487","Fateen","al-Abdou","fateen.al-abdou@widgetcorp.com","Marketing","Analyst",3.26407748607325,2017-03-17,46.16,96002.4767393501,"Male",6,2020-06-22
"00000497","Muhyddeen","el-Saleh","muhyddeen.el-saleh@widgetcorp.com","Marketing","Analyst",3.1129271642807,2017-05-12,29,60311.7154070645,"Male",6,2020-06-22
"00000514","Baaqir","el-Habeeb","baaqir.el-habeeb@widgetcorp.com","Marketing","Associate",2.82871052349769,2017-08-23,46.2,96104.5624737944,"Male",6,2020-06-22
"00000518","Shafaaa","el-Kalil","shafaaa.el-kalil@widgetcorp.com","Marketing","Associate",2.74154428963775,2017-09-24,33.26,69186.9403620195,"Female",6,2020-06-22
"00000527","Khairi","el-Minhas","khairi.el-minhas@widgetcorp.com","Marketing","Analyst",2.47775572796922,2017-12-29,30.83,64118.008426915,"Male",6,2020-06-22
"00000534","Tailor","Griffin","tailor.griffin@widgetcorp.com","Marketing","Analyst",2.28813402853502,2018-03-09,24.89,51761.6837770979,"Female",3,2020-06-22
"00000537","Sierra","Absher","sierra.absher@widgetcorp.com","Marketing","Associate",2.15613595952735,2018-04-26,32.4,67386.3603962857,"Female",1,2020-06-22
"00000059","Nicole","Huynh","nicole.huynh@widgetcorp.com","Operations","Director",8.31881197575254,2012-02-26,42.21,87803.2513937836,"Female",2,2020-06-22
"00000071","Tayson","Bartlett","tayson.bartlett@widgetcorp.com","Operations","Director",7.93645606013849,2012-07-15,47.01,97771.6128221742,"Male",5,2020-06-22
"00000073","Atheer","al-Saleem","atheer.al-saleem@widgetcorp.com","Operations","Director",7.92117547466564,2012-07-20,40.95,85179.9776823643,"Female",6,2020-06-22
